exercise_id,exercise_name,roles,file,relative_path,width,height,mode,status,reason,score,source_sha256
scissors,Nůžky,START/END,scissors_start.png,Pilates Assets/02_Exercise_Cards/Scissors/scissors_start.png,1536,1024,RGB,PASS,,0.4811,148e35da57bb9d998aedf38bdbc33f0567b50f39a9ba67f8dc426f89b5cb99ce
spine,Protažení páteře v sedu,HERO,spine_stretch_hero.png,Pilates Assets/02_Exercise_Cards/Spine Stretch/spine_stretch_hero.png,1536,1024,RGB,PASS,,0.4758,06531ea5e2c3796a4cacde7c400a1c7ee5b08b199ec465500a5076b664cdc418
scissors,Nůžky,HERO,scissors_hero.png,Pilates Assets/02_Exercise_Cards/Scissors/scissors_hero.png,1536,1024,RGB,PASS,,0.4628,057fc14e74f4aaa37920227465ef95d766a8f9c3c97647bc3aa4d6da20e34945
dumbbell_pullover,Přítah činky za hlavu,HERO,Dumbbell Pullover hero.png,Pilates Assets/02_Exercise_Cards/Dumbbell Pullover/Dumbbell Pullover hero.png,1536,1024,RGB,PASS,,0.4540,d02df1c380d2a7d8b68050e1992437e7ec2439604e2bae87a459611c5d698cc9
dumbbell_pullover,Přítah činky za hlavu,START/END,Dumbbell Pullover start.png,Pilates Assets/02_Exercise_Cards/Dumbbell Pullover/Dumbbell Pullover start.png,1536,1024,RGB,PASS,,0.4464,163d1e5334266ff63776782f0de71f2d0a2ece8c017fb7d79ec191efd1d835d2
deadbug,Dead Bug,HERO,dead_bug_hero.png,Pilates Assets/02_Exercise_Cards/Dead Bug/dead_bug_hero.png,1536,1024,RGB,PASS,,0.4378,a3881954b58d1a50671609516bd53f03c06bfb226cb95fa0ec055b9139b4aab6
raise,Lateral Raise,START/END,lateral_raise_start.png,Pilates Assets/02_Exercise_Cards/Lateral Raise/lateral_raise_start.png,1536,1024,RGB,PASS,,0.4303,cdea7778ad8e2f2361119525ad5248701b3d55e91cec023a18300dc20a4d7841
revcrunch,Reverse Crunch,START/END,reverse_crunch_start.png,Pilates Assets/02_Exercise_Cards/Reverse Crunch/reverse_crunch_start.png,1536,1024,RGB,PASS,,0.4294,18d1b5210a94236f9e630a64b48e3cc92d5c722e9eaa11123d82f4fb443a9f9c
toetap,Toe Taps,START/END,toe_tap_start.png,Pilates Assets/02_Exercise_Cards/Toe Tap/toe_tap_start.png,1536,1024,RGB,PASS,,0.4294,18d1b5210a94236f9e630a64b48e3cc92d5c722e9eaa11123d82f4fb443a9f9c
russian,Rotace trupu v sedu,START/END,russian_twist_start.png,Pilates Assets/02_Exercise_Cards/Russian Twist/russian_twist_start.png,1536,1024,RGB,PASS,,0.4273,b0543e42a4ec238fff35c2105c8b84fb88545c5a5645740ed4d5c52ccf2748aa
revcrunch,Reverse Crunch,HERO,reverse_crunch_hero.png,Pilates Assets/02_Exercise_Cards/Reverse Crunch/reverse_crunch_hero.png,1536,1024,RGB,PASS,,0.4267,49dfdd140c74aaaecff5e68768d4ecba9dcf00c68aee002f96698ab508a0a196
scissors,Nůžky,MID,scissors_mid.png,Pilates Assets/02_Exercise_Cards/Scissors/scissors_mid.png,1536,1024,RGB,PASS,,0.4266,d2ba8031043856a4f33303a2d0ff4e3321052df8975c4ff15ae8da39936d5577
