exercise_id,frame,source_path,simulated_source,floor_score,wall_score,total_score,floor_diagnosis,wall_diagnosis,simulated_rank
tap,HERO,Pilates Assets/02_Exercise_Cards/Plank Shoulder Taps/plank_shoulder_taps_hero.png,Pilates Assets/02_Exercise_Cards/Plank Shoulder Taps/plank_shoulder_taps_hero.png,8.991176867942121,12.383743449660658,10.517831829715464,TOO PINK,TOO COOL/BLUE,20
rollup,HERO,Pilates Assets/02_Exercise_Cards/Roll Up/roll_up_hero.png,Pilates Assets/02_Exercise_Cards/Roll Up/roll_up_hero.png,9.234167920526744,11.694041711917365,10.341111126652525,TOO PINK,TOO COOL/BLUE,21
hydrant,START/END,Pilates Assets/02_Exercise_Cards/Fire Hydrant/fire_hydrant_start.png,Pilates Assets/02_Exercise_Cards/Fire Hydrant/fire_hydrant_start.png,6.077807854436137,15.055562835136275,10.117797595751199,PASS,TOO COOL/BLUE,22
supine_twist,START/END,Pilates Assets/02_Exercise_Cards/Supine Twist/supine_twist_start.png,Pilates Assets/02_Exercise_Cards/Supine Twist/supine_twist_start.png,7.955717823173783,12.73383693164215,10.10587142198455,TOO PALE,TOO COOL/BLUE,23
russian,HERO,Pilates Assets/02_Exercise_Cards/Russian Twist/russian_twist_hero.png,Pilates Assets/02_Exercise_Cards/Russian Twist/russian_twist_hero.png,8.889936624746605,11.301499267740558,9.975139814093884,TOO PINK,TOO COOL/BLUE,24
row,START/END,Pilates Assets/02_Exercise_Cards/Bent Over Row/bent_over_row_start.png,Pilates Assets/02_Exercise_Cards/Bent Over Row/bent_over_row_start.png,9.487563173582227,10.378486538479928,9.888478687786193,TOO COOL; TOO PALE,TOO COOL/BLUE,25
sideplank,START/END,Pilates Assets/02_Exercise_Cards/Side Plank/side_plank_start.png,Pilates Assets/02_Exercise_Cards/Side Plank/side_plank_start.png,11.07803324020356,8.306573153169918,9.830876201038421,TOO PINK,TOO COOL/BLUE,26
hollow,HERO,Pilates Assets/02_Exercise_Cards/Hollow Hold/hollow_hold_hero.png,Pilates Assets/02_Exercise_Cards/Hollow Hold/hollow_hold_hero.png,7.884269984542946,12.000806328992113,9.73671133954507,TOO PALE,TOO COOL/BLUE,27
mermaid,START/END,Pilates Assets/02_Exercise_Cards/Mermaid Stretch/mermaid_stretch_start.png,Pilates Assets/02_Exercise_Cards/Mermaid Stretch/mermaid_stretch_start.png,8.286222468164315,11.475413128687125,9.72135826539958,TOO PINK,TOO COOL/BLUE,28
mermaid,HERO,Pilates Assets/02_Exercise_Cards/Mermaid Stretch/mermaid_stretch_hero.png,Pilates Assets/02_Exercise_Cards/Mermaid Stretch/mermaid_stretch_hero.png,9.185725761599711,10.282496787806165,9.679272723392616,TOO PINK,TOO COOL/BLUE,29
thread,HERO,Pilates Assets/02_Exercise_Cards/Thread the Needle/thread_the_needle_hero.png,Pilates Assets/02_Exercise_Cards/Thread the Needle/thread_the_needle_hero.png,10.410358691397214,8.736267731047786,9.657017759239972,TOO COOL; TOO PALE,TOO COOL/BLUE,30
donkey,START/END,Pilates Assets/02_Exercise_Cards/Donkey Kick/donkey_kick_start.png,Pilates Assets/02_Exercise_Cards/Donkey Kick/donkey_kick_start.png,7.314418506524375,12.466548916842894,9.63287719116771,PASS,TOO COOL/BLUE,31
thread,START/END,Pilates Assets/02_Exercise_Cards/Thread the Needle/thread_the_needle_start.png,Pilates Assets/02_Exercise_Cards/Thread the Needle/thread_the_needle_start.png,9.590163693557473,9.650116004720704,9.617142233580928,TOO COOL; TOO PALE,TOO COOL/BLUE,32
sideplank,HERO,Pilates Assets/02_Exercise_Cards/Side Plank/side_plank_hero.png,Pilates Assets/02_Exercise_Cards/Side Plank/side_plank_hero.png,11.005299367726401,7.556133568511871,9.453174758079864,TOO PINK,TOO COOL/BLUE,33
sideplank_reach,START,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_start.png,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_start.png,11.005299367726401,7.556133568511871,9.453174758079864,TOO PINK,TOO COOL/BLUE,34
tap,START/END,Pilates Assets/02_Exercise_Cards/Plank Shoulder Taps/plank_shoulder_taps_start.png,Pilates Assets/02_Exercise_Cards/Plank Shoulder Taps/plank_shoulder_taps_start.png,7.935496626537544,11.137788163842474,9.376527818324764,TOO PINK,TOO COOL/BLUE,35
rainbow,START,Pilates Assets/02_Exercise_Cards/Rainbow Leg Raise/rainbow_leg_raise_start.png,Pilates Assets/02_Exercise_Cards/Rainbow Leg Raise/rainbow_leg_raise_start.png,8.184751205030917,10.608524024273738,9.275448973690187,TOO COOL; TOO PALE,TOO COOL/BLUE,36
inner_thigh,START/END,Pilates Assets/02_Exercise_Cards/Inner Thigh Lift/inner_thigh_lift_start.png,Pilates Assets/02_Exercise_Cards/Inner Thigh Lift/inner_thigh_lift_start.png,6.215976195577939,12.774162052468444,9.167159831178667,PASS,TOO COOL/BLUE,37
swimming,START/END,Pilates Assets/02_Exercise_Cards/Swimming/swimming_start.png,Pilates Assets/02_Exercise_Cards/Swimming/swimming_start.png,9.629334158267088,8.590314367128794,9.161775252254856,TOO COOL; TOO PALE,PASS,38
glute_bridge_march,HERO,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_hero.png,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_hero.png,8.968320649328003,9.264191265747526,9.10146242671679,TOO PINK,TOO COOL/BLUE,39
press,HERO,Pilates Assets/02_Exercise_Cards/Shoulder Press/shoulder_press_hero.png,Pilates Assets/02_Exercise_Cards/Shoulder Press/shoulder_press_hero.png,7.06815923943871,11.283209858593018,8.96493201805815,TOO PALE,TOO COOL/BLUE,40
sidekick,START,Pilates Assets/02_Exercise_Cards/Side Kick/side_kick_start.png,Pilates Assets/02_Exercise_Cards/Side Kick/side_kick_start.png,9.215804172222779,8.512522971017315,8.89932763168032,TOO PINK,TOO COOL/BLUE,41
figure_four,MID,Pilates Assets/02_Exercise_Cards/Figure Four Stretch/figure_four_stretch_mid.png,Pilates Assets/02_Exercise_Cards/Figure Four Stretch/figure_four_stretch_mid.png,8.590450774827755,9.049192425250075,8.7968845175178,TOO PINK,TOO COOL/BLUE,42
plie,START/END,Pilates Assets/02_Exercise_Cards/Plie Squat/plie_squat_start.png,Pilates Assets/02_Exercise_Cards/Plie Squat/plie_squat_start.png,6.822886630458274,10.805981894719123,8.615279499375657,TOO PINK,TOO COOL/BLUE,43
plank,START/HERO/END,Pilates Assets/02_Exercise_Cards/Forearm Plank/forearm_plank_start.png,Pilates Assets/02_Exercise_Cards/Forearm Plank/forearm_plank_start.png,8.720736900166626,8.240707833713737,8.504723820262825,TOO PINK,TOO COOL/BLUE,44
deadbug,HERO,Pilates Assets/02_Exercise_Cards/Dead Bug/dead_bug_hero.png,Pilates Assets/02_Exercise_Cards/Dead Bug/dead_bug_hero.png,7.304326080111493,9.803491924211809,8.428950709956636,TOO PINK,TOO COOL/BLUE,45
rainbow,END,Pilates Assets/02_Exercise_Cards/Rainbow Leg Raise/rainbow_leg_raise_end.png,Pilates Assets/02_Exercise_Cards/Rainbow Leg Raise/rainbow_leg_raise_end.png,7.966943947136556,8.928491300174981,8.399640256003849,TOO PALE,TOO COOL/BLUE,46
chest_fly,START/END,Pilates Assets/02_Exercise_Cards/Chest Fly/chest_fly_start.png,Pilates Assets/02_Exercise_Cards/Chest Fly/chest_fly_start.png,7.080767733018785,9.893665922413046,8.346571918246203,PASS,TOO COOL/BLUE,47
scissors,START/END,Pilates Assets/02_Exercise_Cards/Scissors/scissors_start.png,Pilates Assets/02_Exercise_Cards/Scissors/scissors_start.png,5.892733283563024,11.009874923932667,8.195447021729365,PASS,TOO COOL/BLUE,48
hip_march,START/END,Pilates Assets/02_Exercise_Cards/Hip March/hip_march_start.png,Pilates Assets/02_Exercise_Cards/Hip March/hip_march_start.png,7.208051981745529,9.062456341458384,8.042533943616315,TOO PINK,PASS,49
glute_bridge_march,START/END,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_start.png,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_start.png,7.208051981745529,9.062456341458384,8.042533943616315,TOO PINK,PASS,50
figure_four,START/END,Pilates Assets/02_Exercise_Cards/Figure Four Stretch/figure_four_stretch_start.png,Pilates Assets/02_Exercise_Cards/Figure Four Stretch/figure_four_stretch_start.png,7.208051981745529,9.062456341458384,8.042533943616315,TOO PINK,PASS,51
hollow,START/END,Pilates Assets/02_Exercise_Cards/Hollow Hold/hollow_hold_start.png,Pilates Assets/02_Exercise_Cards/Hollow Hold/hollow_hold_start.png,7.208051981745529,9.062456341458384,8.042533943616315,TOO PINK,PASS,52
sideplank_reach,HERO,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_hero.png,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_hero.png,11.076182876339544,3.9277351268537766,7.85938138907095,TOO ORANGE,PASS,53
bicycle,START,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_start.png,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_start.png,7.525976593444268,7.8018281411427655,7.650109789908592,PASS,TOO COOL/BLUE,54
abduction,HERO,Pilates Assets/02_Exercise_Cards/Bridge Abduction/bridge_abduction_hero.png,Pilates Assets/02_Exercise_Cards/Bridge Abduction/bridge_abduction_hero.png,7.245067558372719,8.002615701988018,7.585964222999604,TOO PINK,TOO COOL/BLUE,55
sphinx,START/HERO/END,Pilates Assets/02_Exercise_Cards/Sphinx Stretch/sphinx_stretch_start.png,Pilates Assets/02_Exercise_Cards/Sphinx Stretch/sphinx_stretch_start.png,6.9642830651160805,8.314945947792738,7.572081362320577,PASS,TOO COOL/BLUE,56
hip_march,HERO,Pilates Assets/02_Exercise_Cards/Hip March/hip_march_hero.png,Pilates Assets/02_Exercise_Cards/Hip March/hip_march_hero.png,7.0720669919156105,7.901777407502531,7.445436678929726,PASS,PASS,57
legraises,HERO,Pilates Assets/02_Exercise_Cards/Leg Raises/leg_raises_hero.png,Pilates Assets/02_Exercise_Cards/Leg Raises/leg_raises_hero.png,10.19804212871237,4.060854315017775,7.436307612549802,PASS,PASS,58
russian,START/END,Pilates Assets/02_Exercise_Cards/Russian Twist/russian_twist_start.png,Pilates Assets/02_Exercise_Cards/Russian Twist/russian_twist_start.png,6.5096207767610075,8.391188380706305,7.356326198536392,TOO PINK,TOO COOL/BLUE,59
bicycle,HERO,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_hero.png,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_hero.png,8.90855715374114,5.241343860052561,7.258311171581281,PASS,PASS,60
catcow,START,Pilates Assets/02_Exercise_Cards/Cat-Cow/cat_cow_start.png,Pilates Assets/02_Exercise_Cards/Cat-Cow/cat_cow_start.png,7.874066607353795,6.433482156935863,7.225803604665726,TOO PALE,PASS,61
childs_pose,START/END,Pilates Assets/02_Exercise_Cards/Child's Pose/childs_pose_start.png,Pilates Assets/02_Exercise_Cards/Child's Pose/childs_pose_start.png,7.874066607353795,6.433482156935863,7.225803604665726,TOO PALE,PASS,62
bird,START/END,Pilates Assets/02_Exercise_Cards/Bird Dog/bird_dog_start.png,Pilates Assets/02_Exercise_Cards/Bird Dog/bird_dog_start.png,7.874066607353795,6.433482156935863,7.225803604665726,TOO PALE,PASS,63
deadbug,START/END,Pilates Assets/02_Exercise_Cards/Dead Bug/dead_bug_start.png,Pilates Assets/02_Exercise_Cards/Dead Bug/dead_bug_start.png,7.012044307485833,7.440383279474875,7.204796844880902,PASS,TOO COOL/BLUE,64
glute_bridge_march,MID,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_mid.png,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_mid.png,6.402635968521916,8.125039336493572,7.177717484109161,PASS,TOO COOL/BLUE,65
abduction,START/END,Pilates Assets/02_Exercise_Cards/Bridge Abduction/bridge_abduction_start.png,Pilates Assets/02_Exercise_Cards/Bridge Abduction/bridge_abduction_start.png,6.402635968521916,8.125039336493572,7.177717484109161,PASS,TOO COOL/BLUE,66
catcow,END,Pilates Assets/02_Exercise_Cards/Cat-Cow/cat_cow_end.png,Pilates Assets/02_Exercise_Cards/Cat-Cow/cat_cow_end.png,8.050570108929225,6.076706015585074,7.162331266924358,TOO PALE,PASS,67
hamstring_supine,START/END,Pilates Assets/02_Exercise_Cards/Hamstring Stretch/hamstring_stretch_start.png,Pilates Assets/02_Exercise_Cards/Hamstring Stretch/hamstring_stretch_start.png,5.547124754302008,9.101028433779494,7.146381410066876,PASS,PASS,68
hundred,START/END,Pilates Assets/02_Exercise_Cards/The Hundred/hundred_start.png,Pilates Assets/02_Exercise_Cards/The Hundred/hundred_start.png,6.667130558081653,6.8521133602739415,6.750372819068183,PASS,TOO COOL/BLUE,69
toetap,HERO,Pilates Assets/02_Exercise_Cards/Toe Tap/toe_taps_hero.png,Pilates Assets/02_Exercise_Cards/Toe Tap/toe_taps_hero.png,5.779676091988496,7.804660473716609,6.690919063766147,PASS,TOO COOL/BLUE,70
bird,HERO,Pilates Assets/02_Exercise_Cards/Bird Dog/bird_dog_hero.png,Pilates Assets/02_Exercise_Cards/Bird Dog/bird_dog_hero.png,7.321670729400367,5.72216697405603,6.6018940394954155,TOO PALE,PASS,71
catcow,HERO,Pilates Assets/02_Exercise_Cards/Cat-Cow/cat_cow_hero.png,Pilates Assets/02_Exercise_Cards/Cat-Cow/cat_cow_hero.png,7.1501171813982545,5.916706510633761,6.595082379554233,TOO PALE,PASS,72
swimming,HERO,Pilates Assets/02_Exercise_Cards/Swimming/swimming_hero.png,Pilates Assets/02_Exercise_Cards/Swimming/swimming_hero.png,5.91275411404305,7.338506158446998,6.554342534024827,PASS,TOO COOL/BLUE,73
chest_opener,HERO,Pilates Assets/02_Exercise_Cards/Chest Opener/chest_opener_hero.png,Pilates Assets/02_Exercise_Cards/Chest Opener/chest_opener_hero.png,6.353818157673534,6.799024999405882,6.554161236453091,PASS,PASS,74
frog,HERO,Pilates Assets/02_Exercise_Cards/Frog Pumps/frog_pumps_hero.png,Pilates Assets/02_Exercise_Cards/Frog Pumps/frog_pumps_hero.png,6.443758658039439,6.608112246585975,6.51771777288538,PASS,PASS,75
hamstring_supine,HERO,Pilates Assets/02_Exercise_Cards/Hamstring Stretch/hamstring_stretch_hero.png,Pilates Assets/02_Exercise_Cards/Hamstring Stretch/hamstring_stretch_hero.png,5.795063357872224,7.107548421282603,6.385681636406895,PASS,PASS,76
hundred,HERO,Pilates Assets/02_Exercise_Cards/The Hundred/hundred_hero.png,Pilates Assets/02_Exercise_Cards/The Hundred/hundred_hero.png,8.072425283311125,4.079265602014631,6.275503426727703,TOO PINK,PASS,77
spine,START/END,Pilates Assets/02_Exercise_Cards/Spine Stretch/spine_stretch_start.png,Pilates Assets/02_Exercise_Cards/Spine Stretch/spine_stretch_start.png,5.228736523526953,7.443259333967615,6.2252717882252515,PASS,PASS,78
bicycle,END,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_end.png,Pilates Assets/02_Exercise_Cards/Bicycle Crunch/bicycle_crunch_end.png,9.124368754949685,2.6685605185304135,6.219255048561013,TOO PINK,PASS,79
scissors,MID,Pilates Assets/02_Exercise_Cards/Scissors/scissors_mid.png,Pilates Assets/02_Exercise_Cards/Scissors/scissors_mid.png,6.228313131593145,5.871331857782645,6.067671558378421,PASS,TOO COOL/BLUE,80
hip,HERO,Pilates Assets/02_Exercise_Cards/Glute Bridge/glute_bridge_hero.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/hip/glute_bridge_hero.png,6.206225628755572,5.735145289200081,5.9942394759556015,PASS,PASS,81
frog,START/END,Pilates Assets/02_Exercise_Cards/Frog Pumps/frog_pumps_start.png,Pilates Assets/02_Exercise_Cards/Frog Pumps/frog_pumps_start.png,5.182824349614567,6.788146612003057,5.905219367689388,PASS,PASS,82
hip,START/END,Pilates Assets/02_Exercise_Cards/Glute Bridge/glute_bridge_start.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/hip/glute_bridge_start.png,6.979565164556424,4.506722561804331,5.866785993317983,PASS,PASS,83
legraises,START/END,Pilates Assets/02_Exercise_Cards/Leg Raises/leg_raises_start.png,Pilates Assets/02_Exercise_Cards/Leg Raises/leg_raises_start.png,7.3280276111256635,4.0450582245632205,5.8506913871725645,PASS,PASS,84
inner_thigh,HERO,Pilates Assets/02_Exercise_Cards/Inner Thigh Lift/inner_thigh_lift_hero.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/inner_thigh/inner_thigh_lift_hero.png,8.017512255955259,3.057870992336635,5.785673687326879,PASS,PASS,85
triceps_kickback,HERO,Pilates Assets/02_Exercise_Cards/Triceps Kickback/triceps_kickback_hero.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/triceps_kickback/triceps_kickback_hero.png,5.578278321726501,5.866111648266098,5.70780331866932,PASS,PASS,86
knee_pushup,HERO,Pilates Assets/02_Exercise_Cards/Knee Push-Up/knee_push_up_hero.png,Pilates Assets/02_Exercise_Cards/Knee Push-Up/knee_push_up_hero.png,5.280591872160176,5.896183470597565,5.557608091457002,PASS,PASS,87
childs_pose,HERO,Pilates Assets/02_Exercise_Cards/Child's Pose/childs_pose_hero.png,Pilates Assets/02_Exercise_Cards/Child's Pose/childs_pose_hero.png,5.122825089593789,5.915665331746265,5.479603198562403,PASS,TOO COOL/BLUE,88
spine,HERO,Pilates Assets/02_Exercise_Cards/Spine Stretch/spine_stretch_hero.png,Pilates Assets/02_Exercise_Cards/Spine Stretch/spine_stretch_hero.png,4.148929752388683,7.031818236984777,5.446229570456925,PASS,PASS,89
raise,HERO,Pilates Assets/02_Exercise_Cards/Lateral Raise/lateral_raise_hero.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/raise/lateral_raise_hero.png,4.027403540251648,6.907643874448929,5.323511690640425,PASS,PASS,90
revcrunch,HERO,Pilates Assets/02_Exercise_Cards/Reverse Crunch/reverse_crunch_hero.png,Pilates Assets/02_Exercise_Cards/Reverse Crunch/reverse_crunch_hero.png,5.696754938137397,4.855901907777179,5.3183710744753,PASS,PASS,91
heeltaps,START/END,Pilates Assets/02_Exercise_Cards/Heel Taps/heel_taps_start.png,Pilates Assets/02_Exercise_Cards/Heel Taps/heel_taps_start.png,4.821083029179631,5.819954993194644,5.270575412986387,PASS,PASS,92
raise,START/END,Pilates Assets/02_Exercise_Cards/Lateral Raise/lateral_raise_start.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/raise/lateral_raise_start.png,4.062084046056011,6.711289578604339,5.2542265357027595,PASS,PASS,93
standing_oblique,END,Pilates Assets/02_Exercise_Cards/Standing Oblique Crunch/standing_oblique_crunch_end.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/standing_oblique/standing_oblique_crunch_end.png,5.313711715432263,5.08779936036084,5.212051155650123,PASS,PASS,94
sidekick,END,Pilates Assets/02_Exercise_Cards/Side Kick/side_kick_end.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/sidekick/side_kick_end.png,4.648236108791764,5.7085288545963895,5.125367844403845,PASS,PASS,95
toetap,START/END,Pilates Assets/02_Exercise_Cards/Toe Tap/toe_tap_start.png,Pilates Assets/02_Exercise_Cards/Toe Tap/toe_tap_start.png,5.001727814347255,5.170193792420558,5.077537504480242,PASS,PASS,96
revcrunch,START/END,Pilates Assets/02_Exercise_Cards/Reverse Crunch/reverse_crunch_start.png,Pilates Assets/02_Exercise_Cards/Reverse Crunch/reverse_crunch_start.png,5.001727814347255,5.170193792420558,5.077537504480242,PASS,PASS,97
triceps_kickback,START/END,Pilates Assets/02_Exercise_Cards/Triceps Kickback/triceps_kickback_start.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/triceps_kickback/triceps_kickback_start.png,3.7321124426906587,6.4880126541232706,4.972267537835334,PASS,PASS,98
clam,START/END,Pilates Assets/02_Exercise_Cards/Clamshell/clamshell_start.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/clam/clamshell_start.png,6.145447212322468,3.5222086755011457,4.9649898707528735,PASS,PASS,99
knee_pushup,START/END,Pilates Assets/02_Exercise_Cards/Knee Push-Up/knee_push_up_start.png,Pilates Assets/02_Exercise_Cards/Knee Push-Up/knee_push_up_start.png,5.4286345556525415,4.356084862041192,4.945987193527435,PASS,PASS,100
chest_opener,START/END,Pilates Assets/02_Exercise_Cards/Chest Opener/chest_opener_start.png,Pilates Assets/02_Exercise_Cards/Chest Opener/chest_opener_start.png,4.308547375739514,5.569770320229209,4.8760977007598765,PASS,PASS,101
heeltaps,HERO,Pilates Assets/02_Exercise_Cards/Heel Taps/heel_taps_hero.png,Pilates Assets/02_Exercise_Cards/Heel Taps/heel_taps_hero.png,3.4177493323730275,6.598089876987655,4.84890257744961,PASS,TOO COOL/BLUE,102
chest_press,START/END,Pilates Assets/02_Exercise_Cards/Chest Press/chest_press_start.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/chest_press/chest_press_start.png,5.23355388172095,4.171280759011262,4.755530976501591,PASS,PASS,103
chest_press,HERO,Pilates Assets/02_Exercise_Cards/Chest Press/chest_press_hero.png,Pilates Assets/03_Exports/MASTER_ENVIRONMENT_V02_OUTLIER_FIX/CANDIDATES/chest_press/chest_press_hero.png,4.879649589625118,4.366418254977386,4.6486954890336385,PASS,PASS,104
scissors,HERO,Pilates Assets/02_Exercise_Cards/Scissors/scissors_hero.png,Pilates Assets/02_Exercise_Cards/Scissors/scissors_hero.png,5.383566229171509,3.638369768709053,4.598227821963404,PASS,PASS,105
